aimed	VBN	B-verb.cognition
at	IN	O
helping	VBG	B-verb.social
businesses	NNS	B-noun.group
succeed	VBP	B-verb.social
in	IN	O
the	DT	O
mobile	NN	B-noun.time
era	NN	I-noun.time
http://goo.gl/xODvf	URL	O

Driving	VBG	B-verb.motion
,	,	O
driving	VBG	B-verb.motion
,	,	O
driving	VBG	B-verb.motion
away	RB	O
to	TO	O
Phil	NNP	B-noun.person
.	.	O
Tasty	JJ	O
dinner	NN	B-noun.food
tonight	NN	B-noun.time
with	IN	O
the	DT	O
Society	NNP	B-noun.group
of	IN	O
Mining	NNP	I-noun.group
and	CC	O
Metallurgy	NNP	I-noun.group
Engineers	NNPS	I-noun.group
.	.	O

@itzkeving	USR	O
im	PRP	O
getting	VBG	B-verb.possession
mine	PRP$	O
off	RB	O
this	DT	O
monday	NNP	B-noun.time
:'	UH	O
)	)	O

@enaj	USR	O
@autoclavicle	USR	O
we	PRP	O
saw	VBD	B-verb.perception
one	CD	O
last	JJ	O
Sun	NNP	B-noun.time
morn	NN	I-noun.time
in	IN	O
St	NNP	B-noun.location
Paul	NNP	I-noun.location
.	.	O
Only	JJ	O
time	NN	B-noun.event
I	PRP	O
thought	VBD	B-verb.cognition
it	PRP	O
could	MD	O
be	VB	B-verb.stative
fun	JJ	O
.	.	O
Brunch	NN	B-noun.act
crawl	NN	I-noun.act
.	.	O

RT	RT	O
@NickSilly	USR	O
:	:	O
Fun	JJ	O
!	.	O
RT	RT	O
@JackFMDFW	USR	O
:	:	O
Put	VB	B-verb.body
on	IN	O
your	PRP$	O
Boogie	NN	B-noun.artifact
Shoes	NNS	I-noun.artifact
and	CC	O
Get	VB	B-verb.change
Down	RP	O
Tonight	NN	B-noun.time
with	IN	O
KC	NNP	B-noun.person
and	CC	O
The	NNP	B-noun.group
Sunshine	NNP	I-noun.group
Band	NNP	I-noun.group
.	.	O
#Dallas	HT	B-noun.location
#concerts	HT	B-noun.communication
http	URL	O
:/	:	O
...	:	O

friday	NNP	B-noun.act
night	NN	I-noun.act
missions	NNS	I-noun.act
iguess	VBP	B-verb.cognition
!	.	O

@magicsteacher	USR	O
Anytime	UH	O
penguin	NNP	B-noun.animal
,	,	O
you	PRP	O
know	VBP	B-verb.cognition
we	PRP	O
aquarians	NNS	B-noun.person
are	VBP	B-verb.stative
the	DT	O
best	JJS	O
read	NN	B-noun.communication
http://www.astrology.com/aquarius-sun-sign-zodiac-signs/2-d-d-66917	URL	O

@irishhooligan	USR	O
or	CC	O
the	DT	O
best	JJS	O
is	VBZ	B-verb.stative
just	RB	O
walking	VBG	B-verb.motion
along	IN	O
the	DT	O
road	NN	B-noun.artifact
when	WRB	O
a	DT	O
clump	NN	B-noun.artifact
of	IN	O
it	PRP	O
just	RB	O
appears	VBZ	B-verb.perception
to	TO	O
be	VB	B-verb.stative
waiting	VBG	B-verb.stative
in	IN	O
front	NN	B-noun.location
of	IN	O
you	PRP	O
all	IN	O
that	DT	O
time	NN	B-noun.time
#icky	HT	O

Eating	VBG	B-verb.consumption
!	.	O
After	IN	O
18	CD	O
hours	NNS	B-noun.time
.	.	O

(	(	O
Community	NNP	B-noun.group
)	)	O
New	JJ	O
book	NN	B-noun.person
blogger	NN	I-noun.person
@GennaSarnak	USR	O
launches	VBZ	B-verb.social
weekly	JJ	O
feature	NN	B-noun.communication
,	,	O
Poetry	NNP	B-noun.time
Sunday	NNP	I-noun.time
:	:	O
http://tinyurl.com/47vbdy5	URL	O
#Books	HT	B-noun.artifact
#Poetry	HT	B-noun.communication

@lexi_nicole2010	USR	O
That	DT	O
's	VBZ	B-verb.stative
not	RB	O
the	DT	O
story	NN	B-noun.communication
by	IN	O
a	DT	O
long	JJ	O
shot	NN	B-noun.cognition
biotch	UH	O
!	.	O

RT	RT	O
@Eeenie_Meenie	USR	O
:	:	O
RT	RT	O
if	IN	O
you	PRP	O
are	VBP	B-verb.stative
happy	JJ	O
that	IN	O
today	NN	B-noun.time
is	VBZ	B-verb.stative
FRIDAY	NNP	B-noun.time
!	.	O
:)	UH	O

@mcflysandra	USR	O
haha	UH	O
yes	UH	O
:)	UH	O
have	VBP	B-verb.possession
to	TO	O
go	VB	B-verb.motion
speak	VB	B-verb.communication
tomorrow	NN	B-noun.time
:)	UH	O
good	JJ	O
night	NN	B-noun.time
xxx	UH	O

@winashbrown	USR	O
If	IN	O
that	DT	O
auto	NN	B-noun.artifact
URL	NN	I-noun.artifact
shortening	NN	I-noun.artifact
could	MD	O
work	VB	B-verb.stative
I	PRP	O
might	MD	O
stick	VB	B-verb.stative
with	IN	O
SD2	NNP	B-noun.artifact
for	IN	O
a	DT	O
while	NN	B-noun.time
-	:	O
that	IN	O
saves	VBZ	B-verb.stative
me	PRP	O
3	CD	O
or	CC	O
4	CD	O
steps	NNS	B-noun.act
when	WRB	O
I	PRP	O
am	VBP	B-verb.stative
tweeting	VBG	B-verb.communication
links	NNS	B-noun.artifact

RT	RT	O
@thefutoncritic	USR	O
:	:	O
Exclusive	NN	B-noun.communication
:	:	O
FOX	NNP	B-noun.communication
to	TO	O
give	VB	B-verb.possession
"	''	O
The	NNP	B-noun.communication
Good	NNP	I-noun.communication
Guys	NNP	I-noun.communication
"	''	O
Saturday	NNP	B-noun.time
late-night	JJ	O
slot	NN	I-noun.time
;	:	O
"	''	O
Running	NNP	B-noun.communication
Wilde	NNP	I-noun.communication
"	''	O
one-hour	JJ	O
winter	NN	B-noun.act
finale	NN	I-noun.act
December	NNP	B-noun.time
28	CD	O
...	:	O

So	RB	O
far	RB	O
this	DT	O
day	NN	B-noun.time
xxx	JJ	O
;	:	O
t	RB	O
gone	VBN	B-verb.stative
to	TO	O
well	RB	O
,	,	O
hopefully	RB	O
my	PRP$	O
night	NN	B-noun.time
will	MD	B-verb.communication
be	VB	B-verb.stative
better	JJR	O
!	.	O

I	PRP	O
've	VBP	B-verb.possession
been	VBN	B-verb.stative
at	IN	O
this	DT	O
'	''	O
almost	RB	O
done	VBN	O
!'	JJ	O
stage	NN	B-noun.state
in	IN	O
building	VBG	B-verb.creation
my	PRP$	O
portfolio	NN	B-noun.communication
for	IN	O
over	IN	O
a	DT	O
month	NN	B-noun.time
now	RB	O
but	CC	O
I	PRP	O
just	RB	O
ca	MD	O
n't	RB	O
quite	RB	O
finish	VB	B-verb.change
it	PRP	O
.	.	O
Sigh	NN	B-noun.communication
.	.	O

Really	RB	O
hope	VBP	B-verb.emotion
I	PRP	O
can	MD	B-verb.change
get	VB	B-verb.motion
to	TO	O
@glasgowfilm	USR	O
for	IN	O
Winter	NNP	B-noun.communication
's	POS	O
Bone	NNP	I-noun.communication
-	:	O
need	VBP	B-verb.stative
to	TO	O
get	VB	B-verb.motion
on	IN	O
with	IN	O
job	NN	B-noun.communication
applications	NNS	I-noun.communication
tonight	NN	B-noun.time
then	RB	O
!	.	O
Trailer	NN	B-noun.person
:	:	O
http://bit.ly/bhUlum	URL	O

What	WP	O
Do	VBP	O
S.F.	NNP	B-noun.person
Rabbis	NNS	I-noun.person
Eat	VBZ	B-verb.consumption
Before	IN	O
and	CC	O
After	IN	O
Yom	NNP	B-noun.time
Kippur	NNP	I-noun.time
?	.	O
We	PRP	O
Asked	VBD	B-verb.communication
Five	CD	O
to	TO	O
Enlighten	VB	B-verb.communication
Us	PRP	O
!	.	O
via	IN	O
@SFoodie	USR	O
http://bit.ly/aQrFUz	URL	O

I	PRP	O
'm	VBP	O
donning	VBG	B-verb.body
my	PRP$	O
Santa	NNP	B-noun.artifact
hat	NN	I-noun.artifact
!:	.	O
It	PRP	O
's	VBZ	B-verb.stative
November	NNP	B-noun.time
and	CC	O
almost	RB	O
Thanksgiving	NNP	B-noun.time
...	:	O
so	RB	O
you	PRP	O
know	VBP	B-verb.cognition
what	WP	O
that	DT	O
means	VBZ	B-verb.stative
,	,	O
right	UH	O
?	.	O
Mum	NN	B-noun.person
and	CC	O
I	PRP	O
...	:	O
http://bit.ly/9uTYHJ	URL	O

RT	RT	O
@DroVictorious	USR	O
:	:	O
The	DT	O
only	JJ	O
way	NN	B-noun.attribute
for	IN	O
a	DT	O
relationship	NN	B-noun.relation
to	TO	O
survive	VB	B-verb.stative
is	VBZ	B-verb.stative
when	WRB	O
no	DT	O
one	NN	B-noun.quantity
knows	VBZ	B-verb.cognition
about	IN	O
it	PRP	O
.	.	O

I	PRP	O
just	RB	O
earned	VBD	B-verb.possession
the	DT	O
'	''	O
New	NNP	B-noun.time
Brew	NNP	I-noun.time
Thursday	NNP	I-noun.time
'	''	O
badge	NN	B-noun.communication
on	IN	O
@untappd	USR	O
!	.	O
http://untpd.it/Ubimqr	URL	O

corrr	NN	O
about	IN	O
,	,	O
'	''	O
bet	VBP	B-verb.competition
id	PRP	O
have	VB	B-verb.possession
money	NN	B-noun.possession
then	RB	O
'	''	O
obviously	RB	O
its	PRP	O
ma	PRP$	O
bday	NN	B-noun.time
like	IN	O
i	PRP	O
wont	MD	O
get	VB	B-verb.possession
bday	NN	B-noun.possession
money	NN	I-noun.possession
lool	UH	O
some	DT	O
ppl	NNS	B-noun.group
make	VBP	B-verb.change
me	PRP	O
lol	UH	O
,	,	O
hard	JJ	O
time	NN	B-noun.time
these	DT	O
days	NNS	B-noun.time
man	NN	B-noun.person

RT	RT	O
@RMBWilliams	USR	O
:	:	O
Here	RB	O
in	IN	O
DC	NNP	B-noun.location
!	.	O
About	RB	O
to	TO	O
get	VB	B-verb.possession
some	DT	O
rest	NN	B-noun.act
!	.	O
Looking	VBG	B-verb.emotion
forward	RB	O
to	TO	O
tonight	NN	B-noun.time
!	.	O
Yes-sir	UH	O
!	.	O

@boboroshi	USR	O
yep	UH	O
.	.	O
(	(	O
Glad	JJ	O
you	PRP	O
saw	VBD	B-verb.perception
that	DT	O
,	,	O
btw	UH	O
;	:	O
it	PRP	O
reminded	VBD	B-verb.cognition
me	PRP	O
of	IN	O
your	PRP$	O
rule	NN	B-noun.cognition
of	IN	O
thumb	NN	I-noun.cognition
that	IN	O
I	PRP	O
retweeted	VBD	B-verb.communication
yesterday	NN	B-noun.time
.	.	O
)	)	O

by	IN	O
my	PRP$	O
lonesome	NN	O
tonight	NN	B-noun.time
....	:	O
#obsessions	HT	O

Reduced	NN	B-noun.quantity
Sodium	NN	B-noun.substance
labels	NNS	B-noun.communication
may	MD	O
only	RB	O
have	VB	B-verb.possession
25%	CD	O
less	JJR	O
sodium	NN	B-noun.substance
than	IN	O
the	DT	O
original	NN	B-noun.attribute
..	:	O
go	VB	B-verb.motion
for	IN	O
"	''	O
Low	NN	B-noun.quantity
Sodium	NN	B-noun.substance
"	''	O
labels	NN	B-noun.communication
which	WDT	O
have	VBP	B-verb.possession
no	RB	O
more	RBR	O
than	IN	O
140	CD	O
mg	NN	B-noun.quantity
per	IN	O
serving	NN	B-noun.quantity

Man	NN	B-noun.person
gets	VBZ	B-verb.possession
20	CD	O
years	NNS	B-noun.quantity
in	IN	O
murder	NN	B-noun.cognition
plot	NN	I-noun.cognition
against	IN	O
judge	NN	B-noun.person
http://bit.ly/agB9iL	URL	O

Cruisers	NNS	B-noun.group
meet	VBP	B-verb.social
at	IN	O
Norfolk	NNP	B-noun.location
Mall	NNP	I-noun.location
Swiss	NNP	I-noun.location
Chalet	NNP	I-noun.location
;	:	O
Sat	NNP	B-noun.time
.	.	O
Jan	NNP	B-noun.time
.	.	O
22	CD	O
,	,	O
4:30	CD	O
to	TO	O
??.	.	O
Contact	VB	B-verb.communication
Doug	NNP	B-noun.person
for	IN	O
more	RBR	O
info	NN	B-noun.communication
.	.	O
http://www.cruisetillsonburg.com/	URL	O

@MikePortnoy	USR	O
I	PRP	O
got	VBD	B-verb.possession
slapped	VBD	B-verb.contact
in	IN	O
the	DT	O
face	NN	B-noun.body
the	DT	O
other	JJ	O
day	NN	B-noun.time
by	IN	O
a	DT	O
few	JJ	O
DT	NNP	B-noun.group
fans	NNS	I-noun.group
because	IN	O
I	PRP	O
said	VBD	B-verb.communication
you	PRP	O
were	VBD	B-verb.stative
awesome	JJ	O
for	IN	O
joining	VBG	B-verb.social
A7X	NNP	B-noun.group
.	.	O
So	RB	O
worth	JJ	O
it	PRP	O
.	.	O
foREVer	RB	O
!	.	O

RT	RT	O
@JupiterStorm	USR	O
:	:	O
1	CD	O
.	.	O
6	CD	O
.	.	O
2011	CD	O
.	.	O
The	DT	O
day	NN	B-noun.time
@owlcity	USR	O
went	VBD	B-verb.motion
on	IN	O
an	DT	O
Emporer	NNP	B-noun.act
's	NNP	B-verb.stative
New	NNP	B-noun.act
Groove	NNP	I-noun.act
rampage	NN	I-noun.act
through	IN	O
twitter	NN	B-noun.location
.	.	O
xD	UH	O

@mfeige	USR	O
it	PRP	O
's	VBZ	B-verb.stative
on	IN	O
a	DT	O
Saturday	NNP	B-noun.time
though	RB	O
.	.	O
So	RB	O
that	DT	O
's	VBZ	B-verb.stative
a	DT	O
thing	NN	B-noun.state
.	.	O

@JessicaLynne6	USR	O
where	WRB	O
you	PRP	O
takin	VBG	B-verb.stative
me	PRP	O
tonight	NN	B-noun.time
after	IN	O
u	PRP	O
get	VBP	B-verb.possession
off	RP	O
?	.	O
i	PRP	O
know	VBP	B-verb.cognition
u	PRP	O
tryna	VBG	B-verb.stative
kick	VB	B-verb.contact
it	PRP	O
..	:	O
lol	UH	O

#blackholidays	HT	O
"	''	O
National	JJ	O
forget	VB	B-noun.event
the	DT	O
he	PRP	O
say	VBP	I-noun.event
she	PRP	O
say	VBP	I-noun.event
...	:	O
what	WP	O
do	VBP	I-noun.event
God	NNP	I-noun.event
say	VB	I-noun.event
day	NN	I-noun.event
"	''	O

Still	RB	O
on	IN	O
my	PRP$	O
@teganandsara	USR	O
kick	NN	B-noun.feeling
!	.	O
It	PRP	O
's	VBZ	B-verb.stative
been	VBN	B-verb.stative
a	DT	O
solid	JJ	O
2	CD	O
weeks	NNS	B-noun.time
!	.	O

Soulja	NNP	B-noun.person
Boy	NNP	I-noun.person
|	:	O
TheDeAndreWay	URL	O
.	.	O
com	URL	O
-	:	O
The	NNP	B-noun.communication
DeAndre	NNP	I-noun.communication
Way	NNP	I-noun.communication
in	IN	O
stores	NNS	B-noun.artifact
Nov	NNP	B-noun.time
.	.	O
2	CD	O
,	,	O
2010	CD	O
http://t.co/woAiLlZ	URL	O
via	IN	O
@SouljaBoy	USR	O

Part	NN	B-noun.relation
of	IN	O
me	PRP	O
always	RB	O
thinks	VBZ	B-verb.cognition
life	NN	B-noun.state
will	MD	O
slow	VB	B-verb.change
down	RP	O
in	IN	O
the	DT	O
fall	NN	B-noun.time
,	,	O
but	CC	O
it	PRP	O
feels	VBZ	B-verb.cognition
far	RB	O
from	IN	O
it	PRP	O
!	.	O
Time	NN	B-noun.event
to	TO	O
sync	VB	B-verb.change
up	RP	O
my	PRP$	O
calendars	NNS	B-noun.time
soon	RB	O

I	PRP	O
need	VBP	B-verb.stative
to	TO	O
draw	VB	B-verb.creation
FASTER	JJR	O
.	.	O
I	PRP	O
'm	VBP	B-verb.stative
gonna	VBG	O
scan	VB	B-verb.creation
two	CD	O
weeks	NNS	B-noun.time
worth	JJ	O
of	IN	O
doodles	NNS	B-noun.artifact
to	TO	O
get	VB	B-verb.possession
going	VBG	B-verb.motion
,	,	O
lol	UH	O
.	.	O

@MATHHOFFA	USR	O
@darealjustjuice	USR	O
yo	UH	O
I	PRP	O
put	VBD	B-verb.contact
that	IN	O
bitch	NN	B-noun.person
boy	NN	I-noun.person
in	IN	O
his	PRP$	O
place	NN	B-noun.location
the	DT	O
other	JJ	O
day	NN	B-noun.time
.	.	O
Do	VB	B-verb.social
n't	RB	O
even	RB	O
waste	VB	B-verb.possession
ya	PRP$	O
time	NN	B-noun.time
wit	IN	O
clowns	NNS	B-noun.person

@keancipriano	USR	O
hey	UH	O
:)	UH	O
where	WRB	O
exactly	RB	O
is	VBZ	B-verb.stative
your	PRP$	O
gig	NN	B-noun.act
tonight	NN	B-noun.time
?	.	O
:)	UH	O

RT	RT	O
@rockerfuckerak	USR	O
:	:	O
What	WP	O
's	VBZ	B-verb.stative
done	VBN	B-verb.social
is	VBZ	B-verb.stative
done	VBN	B-verb.social
,	,	O
Just	RB	O
leave	VBP	B-verb.cognition
it	PRP	O
alone	RB	O
,	,	O
and	CC	O
do	VB	B-verb.social
n't	RB	O
regret	VB	B-verb.emotion
.	.	O
Sometimes	RB	O
somethings	NNS	B-noun.state
turn	VBP	B-verb.change
in-to	IN	O
dumb	JJ	O
things	NNS	B-noun.state
.	.	O
And	CC	O
that	DT	O
's	VBZ	B-verb.stative
when	WRB	O
...	:	O

@Strigy	USR	O
got	VBD	B-verb.possession
mine	NN	B-noun.artifact
in	IN	O
bbt	NNP	O
aintree	NNP	I-noun.location
today	NN	I-noun.time
.	.	O
Played	VBD	B-verb.competition
table	NN	B-noun.act
tennis	NN	I-noun.act
on	IN	O
it	PRP	O
in	IN	O
store	NN	B-noun.artifact
!	.	O
V	RB	O
impressed	VBD	B-verb.emotion
.	.	O
Did	VB	O
you	PRP	O
get	VB	B-verb.possession
analogue	JJ	O
controller	NN	B-noun.artifact
2	RB	O
?	.	O

Stephen	NNP	B-noun.person
,	,	O
the	DT	O
Intellectual	NNP	B-noun.attribute
.	.	O
@bbhess	USR	O
I	PRP	O
bet	VBP	B-verb.competition
ppl	NNS	B-noun.group
that	DT	O
design	VB	B-verb.creation
book	NN	B-noun.artifact
covers	NNS	I-noun.artifact
for	IN	O
a	DT	O
living	NN	B-noun.state
hate	VBP	B-verb.emotion
when	WRB	O
people	NNS	B-noun.group
say	VBP	B-verb.communication
do	VBP	B-verb.social
n't	RB	O
judge	VB	B-verb.cognition
a	DT	O
book	NN	B-noun.communication
by	IN	O
its	PRP$	O
cover	NN	B-noun.artifact

NCAAF	NNP	B-noun.group
:	:	O
Notre	NNP	B-noun.group
Dame	NNP	I-noun.group
at	IN	O
Miami	NNP	B-noun.location
(	(	O
FL	NNP	I-noun.location
)	)	O
-	:	O
Dec	NNP	B-noun.time
31	CD	O
,	,	O
2010	CD	O
-	:	O
Photo	NN	B-noun.group
Gallery	NN	I-noun.group
...:	:	O
EL	NNP	B-noun.location
PASO	NNP	I-noun.location
,	,	O
TX	NNP	I-noun.location
-	:	O
DECEMBER	NNP	B-noun.time
30	CD	O
:	:	O
Running	NN	B-noun.person
back	NN	I-noun.person
Cier	NNP	B-noun.person
...	:	O
http://bit.ly/f3YPEB	URL	O

Mission	NN	B-noun.time
Friday	NNP	I-noun.time
:	:	O
In	IN	O
Progress	NN	B-noun.act

@GiaAllemand	USR	O
soon	RB	O
,	,	O
as	RB	O
long	RB	O
as	IN	O
@chrislambton13	USR	O
peels	VBZ	B-verb.contact
himself	PRP	O
away	RP	O
from	IN	O
the	DT	O
duckies	NNS	B-noun.animal
,	,	O
and	CC	O
get	VB	B-verb.possession
on	IN	O
his	PRP$	O
way	NN	B-noun.attribute
.	.	O
but	CC	O
we	PRP	O
want	VBP	B-verb.emotion
more	JJR	O
pics	NNS	B-noun.communication
dont	VBP	B-verb.social
we	PRP	O
?	.	O

all	DT	O
night	NN	B-noun.act
email-athon	NN	I-noun.act
!	.	O
really	RB	O
need	VBP	B-verb.stative
to	TO	O
catch	VB	B-verb.social
up	RP	O
-	:	O
if	IN	O
you	PRP	O
've	VBP	O
been	VBN	O
waiting	VBG	B-verb.stative
for	IN	O
a	DT	O
reply	NN	B-noun.communication
all	DT	O
summer	NN	B-noun.time
tonight	NN	B-noun.time
is	VBZ	B-verb.stative
YOUR	PRP$	O
night	NN	B-noun.time
!	.	O

Going	VBG	O
to	TO	O
start	VB	B-verb.change
#HelloMornings	HT	B-noun.act
on	IN	O
Oct	NNP	B-noun.time
1	CD	O
-	:	O
Check	VB	B-verb.cognition
it	PRP	O
out	RP	O
on	IN	O
@michellebygrace	USR	O

lush	UH	O
when	WRB	O
ya	PRP$	O
download	NN	B-noun.quantity
limit	NN	I-noun.quantity
has	VBZ	B-verb.possession
been	VBN	B-verb.stative
succeeded	RB	O
like	UH	O
all	DT	O
night	NN	B-noun.time
:	UH	O
L	UH	O

Lunch	NN	B-noun.food
@UniversityCup	USR	O
before	IN	O
1st	CD	O
MKT	NNP	B-noun.act
exam	NN	I-noun.act
@	IN	O
3:30	CD	O
....	:	O

No	DT	O
loss	NN	B-noun.possession
is	VBZ	B-verb.stative
greater	JJR	O
than	IN	O
the	DT	O
loss	NN	B-noun.possession
of	IN	O
a	DT	O
thought	NN	B-noun.cognition
process	NN	I-noun.cognition
before	IN	O
you	PRP	O
've	VBP	O
had	VBN	B-verb.possession
the	DT	O
time	NN	B-noun.time
to	TO	O
write	VB	B-verb.creation
it	PRP	O
down	RP	O
.	.	O

Our	PRP	O
Favorite	JJ	O
YouTube	NNP	B-noun.communication
Videos	NNS	I-noun.communication
This	DT	O
Week	NN	B-noun.time
:	:	O
The	DT	O
Drama	NNP	B-noun.communication
Edition	NNP	I-noun.communication
http://dlvr.it/5RfHy	URL	O

Chilling	VBG	B-verb.stative
wit	IN	O
my	PRP$	O
baby	NN	B-noun.person
tonight	NN	B-noun.time
!	.	O

I	PRP	O
've	VBP	O
got	VBN	B-verb.cognition
a	DT	O
theory	NN	B-noun.cognition
that	IN	O
if	IN	O
you	PRP	O
give	VBP	B-verb.cognition
100%	NN	B-noun.cognition
all	DT	O
of	IN	O
the	DT	O
time	NN	B-noun.time
,	,	O
somehow	RB	O
things	NNS	B-noun.Tops
will	MD	B-verb.communication
work	VB	B-verb.social
out	RP	O
in	IN	O
the	DT	O
end	NN	B-noun.time
.	.	O
-Larry	NNP	B-noun.person
Bird	NNP	I-noun.person

I	PRP	O
liked	VBD	B-verb.emotion
a	DT	O
YouTube	NNP	B-noun.communication
video	NN	I-noun.communication
--	:	O
Family	NNP	B-noun.communication
Guy	NNP	I-noun.communication
-	:	O
Songs	NNS	B-noun.communication
Named	VBD	I-noun.communication
After	IN	O
a	DT	O
Girl	NN	I-noun.communication
http://youtu.be/ErPsx8zdnX4?a	URL	O

pulling	VBG	B-verb.motion
an	DT	O
all	DT	O
nighter	NN	B-noun.act
tonight	NN	B-noun.time
....	:	O
good	JJ	O
times	NNS	B-noun.time
are	VBP	B-verb.stative
approaching	VBG	B-verb.motion

I	PRP	O
have	VBP	O
eaten	VBN	B-verb.consumption
a	DT	O
large	JJ	O
quantity	NN	B-noun.quantity
of	IN	O
oranges	NNS	B-noun.food
this	DT	O
week	NN	B-noun.time
...	:	O

I	PRP	O
miss	VBP	B-verb.emotion
being	VBG	B-verb.stative
able	JJ	O
to	TO	O
run	VB	B-verb.motion
and	CC	O
dance	VB	B-verb.motion
around	RP	O
all	DT	O
day	NN	B-noun.time
instead	RB	O
of	IN	O
having	VBG	B-verb.possession
to	TO	O
catch	VB	B-verb.possession
my	PRP$	O
breath	NN	B-noun.act
every	DT	O
five	CD	O
minutes	NNS	B-noun.time
of	IN	O
my	PRP$	O
life	NN	B-noun.state
.	.	O

How	WRB	O
about	IN	O
a	DT	O
great	JJ	O
improv	NN	B-noun.time
comedy	NN	I-noun.time
night	NN	I-noun.time
with	IN	O
the	DT	O
family	NN	B-noun.group
?	.	O
http://nctphoenix.com/showtimes.html	URL	O

@angelportugues	USR	O
LMAO	UH	O
!	.	O
When	WRB	O
is	VBZ	B-verb.stative
tht	DT	O
one	CD	O
day	NN	B-noun.time
?:	UH	O
P	UH	O

Tonight	NN	B-noun.time
's	POS	O
episode	NN	B-noun.communication
of	IN	O
Sym-Bionic	NNP	B-noun.communication
Titan	NNP	I-noun.communication
was	VBD	B-verb.stative
ADORABLE	JJ	O
...	:	O

Has	VBZ	B-verb.possession
been	VBN	B-verb.stative
a	DT	O
good	JJ	O
week	NN	B-noun.time
so	RB	O
far	RB	O
:)	UH	O
Immensely	RB	O
entertained	VBD	B-verb.social
by	IN	O
dog	NN	B-noun.animal
in	IN	O
snow	NN	B-noun.substance
!	.	O

i	PRP	O
see	VBP	B-verb.perception
some	DT	O
ppl	NN	B-noun.person
celebrating	VBG	B-verb.social
their	PRP$	O
birthdays	NNS	B-noun.time
like	IN	O
2-3	CD	O
times	NNS	B-noun.event
a	DT	O
year	NN	B-noun.time
...	:	O
WTF	UH	O
?!	.	O

RT	RT	O
@dropolo	USR	O
Headed	VBN	B-verb.motion
to	TO	O
da	DT	O
gump	NN	B-noun.location
today	NN	B-noun.time
alabama	NNP	B-noun.location
here	RB	O
I	PRP	O
come	VBP	B-verb.motion
&lt;	CC	O
&lt;	CC	O
come	VBP	B-verb.motion
to	TO	O
shut	VB	B-verb.social
it	PRP	O
down	RP	O
broski	NNP	B-noun.person
..	:	O
fuck	VB	B-verb.social
wit	IN	O
me..Parlae	NNP	B-noun.person
's	POS	O
in	NN	O
house	NN	B-noun.location
producer	NN	B-noun.person

It	PRP	O
is	VBZ	B-verb.stative
Friday	NNP	B-noun.time
afternoon	NN	I-noun.time
adn	CC	O
I	PRP	O
could	MD	O
n't	RB	O
be	VB	B-verb.stative
happier	JJR	O
.	.	O
Ending	VBG	B-verb.stative
a	DT	O
crappy	JJ	O
week	NN	B-noun.time
on	IN	O
a	DT	O
good	JJ	O
note	NN	B-noun.cognition
is	VBZ	B-verb.stative
always	RB	O
nice	JJ	O
.	.	O

Fellas	NNS	B-noun.person
Do	VB	O
n't	RB	O
just	RB	O
lick	VB	B-verb.contact
the	DT	O
PussyY	NN	B-noun.body
,	,	O
LOVE	VB	B-verb.emotion
IT	PRP	O
!	.	O
enjoy	VB	B-verb.emotion
it	PRP	O
.	.	O
like	IN	O
u	PRP	O
just	RB	O
got	VBD	O
married	VBN	B-verb.social
&	CC	O
the	DT	O
preacher	NN	B-noun.person
said	VBD	B-verb.communication
u	PRP	O
may	MD	O
kiss	VB	B-verb.contact
the	DT	O
bride	NN	B-noun.person

@YasminBaildon	USR	O
do	VBP	B-verb.social
you	PRP	O
think	VBP	B-verb.cognition
its	PRP	O
possible	JJ	O
one	CD	O
day	NN	B-noun.time
ill	PRP	O
meet	VB	B-verb.social
you	PRP	O
Cody	NNP	B-noun.person
and	CC	O
Alli	NNP	B-noun.person
:D	UH	O
&lt;	UH	O
3dreaming	VBG	B-verb.cognition
big	JJ	O
&lt;	UH	O
3	UH	O
!!!	.	O

RT	RT	O
@savageNON	USR	O
:	:	O
yo	UH	O
,	,	O
too	RB	O
many	JJ	O
kidz	NNS	B-noun.person
be	VB	B-verb.stative
gettin	VBG	I-verb.stative
high	NN	B-noun.attribute
all	DT	O
the	DT	O
time	NN	B-noun.time
but	CC	O
they	PRP	O
ai	VBP	B-verb.stative
n't	RB	O
showin	VBG	B-verb.communication
enough	JJ	O
SKILLS	NNS	B-noun.attribute
.	.	O
that	DT	O
's	VBZ	B-verb.stative
what	WP	O
we	PRP	O
call	VBP	B-verb.communication
fakin	VBG	B-verb.social
the	DT	O
funk	NN	B-noun.state
!	.	O
st	NN	O
...	:	O

I	PRP	O
need	VBP	B-verb.emotion
a	DT	O
syringe	NN	B-noun.artifact
of	IN	O
anything	NN	B-noun.substance
you	PRP	O
want	VBP	B-verb.emotion
but	CC	O
which	WDT	O
will	MD	B-verb.communication
switch	VB	B-verb.change
me	PRP	O
off	RP	O
till	IN	O
tomorrow	NN	B-noun.time
noon	NN	I-noun.time
,	,	O
anyone	NN	B-noun.person
??	.	O

CA	NNP	B-noun.person
murdered	VBD	B-verb.change
the	DT	O
national	NN	B-noun.communication
anthem	NN	I-noun.communication
last	JJ	O
night	NN	B-noun.time
,	,	O
even	RB	O
tho	IN	O
she	PRP	O
fucked	VBD	B-verb.change
up	RP	O
the	DT	O
words	NNS	B-noun.communication
,	,	O
